,id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
501,1063121,2011,01/12/2011,1122014,5.0,MORTGAGE,3,Low,100000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,6.58,14284.36001,12000.0,0.0,396.92,cannught
502,1063275,2011,01/12/2011,1122014,2.0,RENT,1,Low,56312,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.71,B,2,16.03,3571.612926,3000.0,0.0,99.23,leinster
503,1057756,2011,01/12/2011,1102012,10.0,RENT,1,Low,54011,1,9500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,18.51,10658.63,9500.0,0.0,335.36,ulster
504,1059960,2011,01/12/2011,1062013,2.0,RENT,1,Low,49110,1,19775, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,17.57,22690.68,19775.0,0.0,660.79,ulster
505,1059525,2011,01/12/2011,1112013,0.5,RENT,1,Low,75000,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,14.65,C,3,16.13,7694.4,3606.06,1180.34,283.28,ulster
506,1062577,2011,01/12/2011,1062014,7.0,MORTGAGE,3,Low,95000,1,28000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,9.46,35909.92524,28000.0,0.0,655.44,ulster
507,1053188,2011,01/12/2011,1122014,2.0,RENT,1,Low,80000,1,30000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,22.23,36085.49537,30000.0,0.0,1002.46,cannught
508,1063098,2011,01/12/2011,1122014,9.0,MORTGAGE,3,Low,55000,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,13.33,18756.9152,16000.0,0.0,521.18,ulster
509,1063238,2011,01/12/2011,1122014,8.0,RENT,1,Low,90000,1,14500, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,5.24,18004.14652,14500.0,0.0,500.17,Northern-Irl
510,1062043,2011,01/12/2011,1072013,3.0,RENT,1,Low,68500,1,11700, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,18.17,14114.88,11700.0,0.0,276.2,leinster
511,1063228,2011,01/12/2011,1052014,4.0,RENT,1,Low,100000,1,4150, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,1.99,4832.413691,4150.0,0.0,135.18,ulster
512,1039993,2011,01/12/2011,1122015,10.0,MORTGAGE,3,Low,72000,1,15000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,26.48,15888.94,11250.02,0.0,331.48,leinster
513,1063197,2011,01/12/2011,1122014,6.0,RENT,1,Low,70000,1,24000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,12.57,30690.74305,24000.0,0.0,852.93,ulster
514,1063069,2011,01/12/2011,1122012,5.0,RENT,1,Low,37000,1,21250, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,12.42,B,2,14.27,8880.05,6569.76,43.53,710.08,Northern-Irl
515,1063062,2011,01/12/2011,1122014,10.0,OWN,2,Low,75000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,13.46,12347.22348,10000.0,0.0,343.09,leinster
516,1063199,2011,01/12/2011,1102013,0.5,MORTGAGE,3,Low,75000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,18.25,D,4,10.58,32063.87,25000.0,0.0,638.25,ulster
517,1063187,2011,01/12/2011,1032014,6.0,RENT,1,Low,39000,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,21.91,4926.28934,4000.0,0.0,140.55,ulster
518,1063040,2011,01/12/2011,1022014,0.5,RENT,1,Low,60000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,8.86,17601.66322,15000.0,0.0,496.14,Northern-Irl
519,1063020,2011,01/12/2011,1112015,3.0,RENT,1,Low,68000,1,20000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,13.49,C,3,9.09,27154.14,20000.0,0.0,460.1,leinster
520,1062929,2011,01/12/2011,1022013,3.0,MORTGAGE,3,Medium,110000,2,15000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,17.58,D,4,12.36,17833.36,15000.0,0.0,377.49,ulster
521,1063003,2011,01/12/2011,1122014,3.0,RENT,1,Low,40000,1,3600, 36 months,1,INDIVIDUAL,1,moving,10,High,2,Good Loan,0,15.96,C,3,12.78,4552.777742,3600.0,0.0,126.5,Northern-Irl
522,1063001,2011,01/12/2011,1062015,5.0,OWN,2,Low,31000,1,6000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,20.13,8933.345858,6000.0,0.0,155.75,ulster
523,1062997,2011,01/12/2011,1112012,10.0,RENT,1,Low,60000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,15.27,C,3,10.72,6379.19,3871.69,654.02,521.97,Northern-Irl
524,1061315,2011,01/12/2011,1042015,3.0,RENT,1,Low,43000,1,12000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,18.25,D,4,15.24,17492.77037,12000.0,0.0,306.36,ulster
525,1062808,2011,01/12/2011,1122012,6.0,RENT,1,Low,42000,1,12375, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,28.06,13174.14,12375.0,0.0,385.0,Northern-Irl
526,1062918,2011,01/12/2011,1032013,6.0,RENT,1,Low,30000,1,4000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,12.69,B,2,17.6,2152.95,1481.95,144.45,134.18,leinster
527,1062983,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,50000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,20.11,15240.3572,13000.0,0.0,423.46,leinster
528,1061530,2011,01/12/2011,1042014,1.0,MORTGAGE,3,Low,39396,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.62,A,1,8.16,5495.2441899999985,5000.0,0.0,153.52,leinster
529,1035958,2011,01/12/2011,1082013,7.0,OWN,2,Low,98000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,15.96,C,3,19.63,6014.59,5000.0,0.0,175.69,ulster
530,1062894,2011,01/12/2011,1122014,10.0,RENT,1,Low,62500,1,26000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,16.55,30955.56242,26000.0,0.0,859.98,munster
531,1062895,2011,01/12/2011,1092015,8.0,MORTGAGE,3,Low,95000,1,15000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,18.64,E,5,17.97,22595.34273,15000.0,0.0,386.15,cannught
532,1062976,2011,01/12/2011,1042013,10.0,RENT,1,Low,45000,1,4000, 60 months,2,INDIVIDUAL,1,house,12,High,2,Bad Loan,1,19.91,E,5,15.2,1775.8,660.29,191.14,105.78,Northern-Irl
533,1061972,2011,01/12/2011,1062014,10.0,RENT,1,Low,32400,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,7.56,8976.638447,8000.0,0.0,250.33,ulster
534,1062897,2011,01/12/2011,1092013,6.05,MORTGAGE,3,Low,37800,1,1700, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,7.9,A,1,27.0,1218.5,940.44,104.03,53.2,ulster
535,1062857,2011,01/12/2011,1122014,10.0,RENT,1,Low,50000,1,16000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,15.1,18558.67174,16000.0,0.0,515.6,Northern-Irl
536,1059828,2011,01/12/2011,1122013,10.0,MORTGAGE,3,Medium,114996,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.19,23340.52,20000.0,0.0,424.06,Northern-Irl
537,1059486,2011,01/12/2011,1042014,6.0,RENT,1,Low,54400,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,14.65,C,3,13.81,11043.04,8359.5,0.0,413.94,ulster
538,1062887,2011,01/12/2011,1012015,7.0,MORTGAGE,3,Low,72800,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,24.64,8334.521695,7000.0,0.0,231.54,Northern-Irl
539,1062851,2011,01/12/2011,1062014,1.0,RENT,1,Low,42500,1,8000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,20.3,E,5,14.23,8505.34,2173.49,2996.25,213.29,leinster
540,1062756,2011,01/12/2011,1122015,10.0,RENT,1,Low,61000,1,13000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,23.52,G,7,11.65,17752.76,9064.08,0.0,370.38,Northern-Irl
541,1062844,2011,01/12/2011,1102013,10.0,RENT,1,Low,28000,1,13000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.29,D,4,12.9,8768.3,5318.23,441.16,458.91,leinster
542,1062753,2011,01/12/2011,1032013,2.0,OWN,2,Medium,120000,2,20000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,21.28,F,6,16.72,24940.65,20000.0,0.0,544.23,cannught
543,1062873,2011,01/12/2011,1122014,8.0,MORTGAGE,3,Low,96000,1,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,16.4,21978.39591,18000.0,0.0,610.75,Northern-Irl
544,1062860,2011,01/12/2011,1052013,3.0,RENT,1,Low,83200,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,17.03,11713.05,10000.0,0.0,353.01,ulster
545,1062738,2011,01/12/2011,1102012,8.0,RENT,1,Low,45000,1,22250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,23.07,24929.55,22250.0,0.0,532.49,cannught
546,1062864,2011,01/12/2011,1062012,5.0,RENT,1,Low,68809,1,24000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,21.29,4401.18,1567.87,784.14,603.98,leinster
547,1062734,2011,01/12/2011,1102012,3.0,RENT,1,Low,75000,1,11200, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Bad Loan,1,12.42,B,2,22.88,4225.13,2702.91,488.33,374.26,ulster
548,1052370,2011,01/12/2011,1122014,3.0,RENT,1,Low,52000,1,7000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,10.65,B,2,18.16,8206.961483,7000.0,0.0,228.02,Northern-Irl
549,1058564,2011,01/12/2011,1122014,6.0,RENT,1,Low,57600,1,8000, 36 months,1,INDIVIDUAL,1,house,12,Low,1,Good Loan,0,6.03,A,1,11.52,8765.098070999999,8000.0,0.0,243.49,ulster
550,1062584,2011,01/12/2011,1122014,4.0,RENT,1,Low,48500,1,22500, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,10.91,31397.80974,22500.0,0.0,556.41,ulster
551,1062253,2011,01/12/2011,1062013,2.0,RENT,1,Low,95000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,11.1,14495.19,12000.0,0.0,429.45,leinster
552,1062795,2011,01/12/2011,1022014,0.5,RENT,1,Low,58000,1,22000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,12.1,26358.48161,22000.0,0.0,758.88,cannught
553,1062614,2011,01/12/2011,1122012,10.0,MORTGAGE,3,Low,24000,1,6200, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,19.95,6771.26,6200.0,0.0,201.96,ulster
554,1061378,2011,01/12/2011,1012014,9.0,MORTGAGE,3,Low,58000,1,15900, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,21.72,18174.06,15900.0,0.0,512.38,leinster
555,1062781,2011,01/12/2011,1022014,6.05,MORTGAGE,3,Low,70000,1,5000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,8.9,A,1,16.17,5651.83,5000.0,0.0,158.77,ulster
556,1023158,2011,01/12/2011,1122014,3.0,MORTGAGE,3,Medium,104000,2,16000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,6.62,A,1,2.78,17679.88702,16000.0,0.0,491.26,Northern-Irl
557,1062654,2011,01/12/2011,1092013,4.0,RENT,1,Low,35000,1,5000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,11.71,B,2,4.01,5727.46,5000.0,0.0,165.38,ulster
558,1062665,2011,01/12/2011,1122014,5.0,RENT,1,Low,53000,1,3150, 36 months,1,INDIVIDUAL,1,vacation,11,High,2,Good Loan,0,15.27,C,3,4.37,3945.99,3150.0,0.0,109.62,Northern-Irl
559,1062555,2011,01/12/2011,1122012,2.0,RENT,1,Low,28000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,14.27,C,3,8.49,5423.3,3441.99,491.18,411.71,ulster
560,1062606,2011,01/12/2011,1102012,4.0,MORTGAGE,3,Medium,118000,2,28000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,7.9,A,1,5.29,9959.66,7125.17,1200.06,876.13,cannught
561,1062643,2011,01/12/2011,1122014,0.5,RENT,1,Low,40000,1,5000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,12.42,B,2,22.59,6013.348274,5000.0,0.0,167.08,leinster
562,1062535,2011,01/12/2011,1122014,6.05,MORTGAGE,3,Low,42000,1,3000, 36 months,1,INDIVIDUAL,1,renewable_energy,13,Low,1,Good Loan,0,9.91,B,2,4.29,3479.273807,3000.0,0.0,96.68,cannught
563,1062536,2011,01/12/2011,1052014,10.0,MORTGAGE,3,Low,65000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,7.9,A,1,4.89,2720.04,2357.46,0.0,93.88,ulster
564,765927,2011,01/12/2011,1122014,2.0,RENT,1,Low,25000,1,8400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,11.86,9282.431163,8400.0,0.0,257.92,ulster
565,1031451,2011,01/12/2011,1022014,10.0,MORTGAGE,3,Low,36000,1,7000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,24.0,8099.279351,7000.0,0.0,228.02,ulster
566,1062612,2011,01/12/2011,1122015,2.0,RENT,1,Low,45000,1,18550, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,21.68,14562.66,8308.2,0.0,303.6,cannught
567,1062510,2011,01/12/2011,1122014,1.0,MORTGAGE,3,High,231252,3,2000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,9.91,B,2,11.43,2319.607053,2000.0,0.0,64.45,leinster
568,1062508,2011,01/12/2011,1122015,3.0,RENT,1,Low,65000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,14.44,10876.42,7083.97,0.0,226.63,Northern-Irl
569,1036838,2011,01/12/2011,1022013,6.05,MORTGAGE,3,Low,32000,1,8575, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,22.54,4636.75,2808.63,330.77,308.21,leinster
570,1062478,2011,01/12/2011,1032013,8.0,MORTGAGE,3,Low,84996,1,28000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.42,B,2,23.41,14647.04,12259.35,365.49,418.27,leinster
571,1055974,2011,01/12/2011,1072014,6.0,RENT,1,Low,66000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,12.42,11232.7824,10000.0,0.0,312.91,ulster
572,1062462,2011,01/12/2011,1052014,2.0,MORTGAGE,3,Low,92000,1,25000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.42,E,5,21.68,32200.35003,25000.0,0.0,921.72,leinster
573,1062458,2011,01/12/2011,1112014,10.0,RENT,1,Low,70000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,20.21,9522.447926,8000.0,0.0,264.61,ulster
574,1062454,2011,01/12/2011,1102013,10.0,MORTGAGE,3,Low,49000,1,16000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,18.25,D,4,18.39,8576.66,4035.93,0.0,408.48,cannught
575,1060762,2011,01/12/2011,1062014,8.0,MORTGAGE,3,Low,76896,1,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,13.9,29594.09979,25000.0,0.0,826.9,leinster
576,1062564,2011,01/12/2011,1012015,10.0,RENT,1,Low,24000,1,2000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,9.91,B,2,13.5,2319.837717000001,2000.0,0.0,64.45,cannught
577,1061570,2011,01/12/2011,1012015,2.0,RENT,1,Low,60000,1,16800, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,14.52,20858.3257,16800.0,0.0,579.51,munster
578,1062418,2011,01/12/2011,1062012,3.0,MORTGAGE,3,Medium,120000,2,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,10.52,8300.5,8000.0,0.0,254.03,ulster
579,1062413,2011,01/12/2011,1042015,9.0,MORTGAGE,3,Low,57000,1,12000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,19.71,15721.21843,12000.0,0.0,271.14,Northern-Irl
580,1062330,2011,01/12/2011,1092012,4.0,MORTGAGE,3,Low,80000,1,11000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,7.9,A,1,4.74,3094.2,2508.54,0.0,344.2,munster
581,1062414,2011,01/12/2011,1112013,6.0,MORTGAGE,3,Low,85000,1,5000, 36 months,1,INDIVIDUAL,1,medical,9,High,2,Bad Loan,1,16.29,D,4,22.81,4056.05,2907.06,0.0,176.51,ulster
582,1060966,2011,01/12/2011,1122014,10.0,OWN,2,Medium,140000,2,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,21.8,22871.12809,18000.0,0.0,635.41,munster
583,1062401,2011,01/12/2011,1042014,6.0,OWN,2,Low,36000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,15.9,9758.77,7421.06,390.09,335.45,ulster
584,1057454,2011,01/12/2011,1122014,0.5,RENT,1,Low,70000,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,13.92,5799.202075,5000.0,0.0,161.13,cannught
585,1062179,2011,01/12/2011,1122014,4.0,RENT,1,Low,51360,1,10000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.29,D,4,16.61,12705.78199,10000.0,0.0,353.01,Northern-Irl
586,1062293,2011,01/12/2011,1082012,4.0,RENT,1,Medium,163000,2,25000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,9.91,B,2,4.4,26319.56,25000.0,0.0,805.63,ulster
587,1062384,2011,01/12/2011,1022014,4.0,MORTGAGE,3,Low,59393,1,2400, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,12.69,B,2,13.7,2852.34,2400.0,0.0,80.51,ulster
588,1031348,2011,01/12/2011,1012014,4.0,MORTGAGE,3,Low,65000,1,3000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,16.29,D,4,15.16,2704.36,1830.43,164.81,105.91,leinster
589,1062268,2011,01/12/2011,1062013,3.0,RENT,1,Low,29773,1,7700, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,16.77,D,4,18.58,4911.95,3153.85,271.12,273.65,munster
590,1062161,2011,01/12/2011,1122014,0.5,OWN,2,Low,12996,1,2400, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,4.71,2929.3438170000004,2400.0,0.0,81.44,munster
591,1062369,2011,01/12/2011,1012016,10.0,MORTGAGE,3,Low,68000,1,18500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,20.89,14823.37,8551.94,0.0,309.54,Northern-Irl
592,1061409,2011,01/12/2011,1022013,1.0,OWN,2,Low,44475,1,5000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,17.11,5481.42,5000.0,0.0,162.87,ulster
593,1061705,2011,01/12/2011,1012013,10.0,MORTGAGE,3,Low,88000,1,14000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.58,D,4,7.73,16302.86,14000.0,0.0,503.19,munster
594,1062146,2011,01/12/2011,1042012,4.0,RENT,1,Low,85000,1,24500, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,20.89,F,6,9.09,3994.86,962.75,1353.06,661.3,Northern-Irl
595,1058699,2011,01/12/2011,1122014,3.0,MORTGAGE,3,Low,36000,1,2400, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,10.65,B,2,15.7,2813.768513,2400.0,0.0,78.18,leinster
596,1062150,2011,01/12/2011,1122012,7.0,RENT,1,Medium,117000,2,1800, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.42,B,2,15.86,1993.78,1800.0,0.0,60.15,ulster
597,1062257,2011,01/12/2011,1102012,2.0,RENT,1,Medium,160000,2,22200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,19.42,E,5,13.33,9174.61,4940.21,991.81,818.49,ulster
598,1061420,2011,01/12/2011,1102013,3.0,RENT,1,Low,80000,1,21400, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.42,E,5,19.66,28119.77,21400.0,0.0,560.09,leinster
599,1062250,2011,01/12/2011,1062013,10.0,RENT,1,Low,28000,1,13000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Bad Loan,1,7.9,A,1,16.93,6735.25,5072.35,454.64,406.78,cannught
600,1020855,2011,01/12/2011,1122014,5.0,RENT,1,Low,48000,1,8000, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,12.69,B,2,15.33,9658.235539,8000.0,0.0,268.36,ulster
601,997521,2011,01/12/2011,1052014,10.0,MORTGAGE,3,Low,60000,1,3600, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Bad Loan,1,12.69,B,2,19.0,3612.83,2785.13,116.22,120.77,cannught
602,1058624,2011,01/12/2011,1012014,5.0,RENT,1,Low,40000,1,12375, 60 months,2,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,23.13,G,7,20.88,8530.26,2444.99,1482.67,349.79,leinster
603,1062232,2011,01/12/2011,1082014,2.0,RENT,1,Low,45500,1,9400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,11.84,10879.1579,9400.0,0.0,302.92,leinster
604,1062235,2011,01/12/2011,1122014,6.0,MORTGAGE,3,Medium,156000,2,9600, 36 months,1,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,14.27,C,3,15.54,11852.95669,9600.0,0.0,329.37,leinster
605,1060429,2011,01/12/2011,1122014,1.0,RENT,1,Low,40000,1,17000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,18.63,19932.414,17000.0,0.0,553.75,Northern-Irl
606,1062102,2011,01/12/2011,1122015,10.0,MORTGAGE,3,Low,96000,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,16.19,21478.1,12388.48,0.0,448.41,cannught
607,1060885,2011,01/12/2011,1122015,10.0,MORTGAGE,3,Low,50000,1,16950, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.77,D,4,14.47,19681.28,11890.62,0.0,419.16,leinster
608,1060630,2011,01/12/2011,1062014,10.0,MORTGAGE,3,Low,80000,1,30000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.03,E,5,26.82,26865.371430000007,19275.0,0.0,500.33,munster
609,1062192,2011,01/12/2011,1022013,6.0,MORTGAGE,3,Medium,110000,2,10800, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.27,C,3,2.67,12320.73,10800.0,0.0,370.54,ulster
610,1059016,2011,01/12/2011,1122014,10.0,RENT,1,Low,59400,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,19.17,6756.730493000001,6000.0,0.0,187.75,ulster
611,1056174,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Medium,106000,2,35000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,8.9,A,1,12.09,40007.20117,35000.0,0.0,1111.37,ulster
612,1062045,2011,01/12/2011,1092012,7.0,RENT,1,Low,36000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,14.0,10593.37,10000.0,0.0,325.74,Northern-Irl
613,1059395,2011,01/12/2011,1052014,4.0,RENT,1,Low,51000,1,15000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,19.91,E,5,20.85,21051.41025,15000.0,0.0,396.66,Northern-Irl
614,1062012,2011,01/12/2011,1122014,2.0,RENT,1,Low,25000,1,5000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,20.54,6036.059158,5000.0,0.0,167.73,cannught
615,1061941,2011,01/12/2011,1122015,5.0,RENT,1,Low,35000,1,3000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,11.42,3593.5,2175.99,0.0,75.0,ulster
616,1031266,2011,01/12/2011,1042013,1.0,RENT,1,Low,33000,1,7100, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,14.65,C,3,23.85,3915.2,2774.87,0.0,244.91,cannught
617,1061975,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,93000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,16.77,D,4,13.46,15345.77443,12000.0,0.0,426.47,ulster
